Image_Name,Loc_Error(m),Ori_Error(deg),ESA_Score,GT_Distance(Z),GT_X,GT_Y,GT_Z,Loc_Error_X,Loc_Error_Y,Loc_Error_Z,Ori_Encoded_Error,Loc_Epistemic_Unc_X,Loc_Epistemic_Unc_Y,Loc_Epistemic_Unc_Z,Ori_Entropy,Ori_Expected_Entropy,Ori_Mutual_Info,Ori_Var_Mean
img002956.jpg,0.26693058,2.054345238,0.060854036,10.67677116,-0.026494,-0.136194006,10.67677116,0.036725018,0.043859705,0.260728836,1.182982574,0.002086639,0.002498627,0.018600464,4.736382829,4.575476243,0.160906585,1.07E-06
img014216.jpg,0.263743997,10.88027278,0.22545452,7.416178226,-0.052290998,-0.118125997,7.416178226,0.087599836,0.106605448,0.224771976,5.510543262,0.000799656,0.002529144,0.048858643,4.620526088,4.431870947,0.188655141,1.79E-06
img005073.jpg,0.277553499,12.01205989,0.253099371,6.361178875,-0.275494009,0.515483975,6.361178875,0.115337759,0.013324618,0.252102375,7.784383673,0.002737045,0.011032104,0.076171875,6.474305428,6.354884393,0.119421035,1.19E-07
img014971.jpg,0.158444285,4.985229144,0.104962217,8.823944092,0.150171995,0.013638,8.823944092,0.079930544,0.064175107,0.120819092,6.468443995,0.001171112,0.000723362,0.095214844,5.292791663,5.073680131,0.219111532,1.07E-06
img007907.jpg,0.135984093,14.04544477,0.253492287,16.27799988,-0.160540998,-0.163135007,16.27799988,0.11149925,0.05048804,0.059249878,3.759229824,0.0104599,0.016677856,0.138671875,5.201672894,5.015141944,0.18653095,7.75E-07
img005829.jpg,0.135513246,3.401537086,0.095482893,3.7492311,-0.031098999,0.148090005,3.7492311,0.023649536,0.029681802,0.130090475,1.653704484,0.00107193,0.001724243,0.028076172,5.245742629,5.045389078,0.200353551,1.31E-06
img002527.jpg,0.292374372,7.842327582,0.179281924,6.873809814,-0.192368999,-0.496540993,6.873809814,0.027329937,0.124958962,0.262908936,3.465826669,0.007713318,0.002483368,0.078979492,5.054453228,4.904979292,0.149473936,7.15E-07
img005202.jpg,0.270164549,8.688849275,0.16888109,15.67495823,0.306730986,0.042507999,15.67495823,0.190095186,0.104586728,0.160979271,5.466032199,0.008148193,0.010719299,0.202392578,5.155456687,4.917102402,0.238354285,1.19E-06
img009034.jpg,0.578273952,2.565968882,0.089805078,12.83358383,-0.514163017,0.144188002,12.83358383,0.017575264,0.078392103,0.572666168,1.023345259,0.004547119,0.002548218,0.220947266,5.529489055,5.405012852,0.124476203,4.17E-07
img012517.jpg,0.152887419,11.88573895,0.224381363,9.025213242,0.009142,-0.194708005,9.025213242,0.08470352,0.067987308,0.107599258,6.952750938,0.004127502,0.001998901,0.172973633,5.379466167,5.169300461,0.210165706,9.54E-07
img005539.jpg,1.755921721,12.75015062,0.315690562,18.81665802,-0.322618008,-1.051287055,18.81665802,0.048448086,0.061994195,1.75415802,6.407870463,0.014625549,0.003381729,0.216430664,5.434679262,5.211241984,0.223437278,1.01E-06
img002552.jpg,0.336288244,9.20209018,0.174912262,23.50519371,0.137217,-0.30972001,23.50519371,0.222890422,0.058987588,0.24480629,6.966142378,0.01335144,0.005859375,0.521484375,5.212123861,5.013075483,0.199048378,9.54E-07
img010836.jpg,0.274358451,16.61560141,0.313810056,11.49370193,-0.038258001,-0.79638797,11.49370193,0.083690241,0.21923703,0.142139435,7.611714783,0.008743286,0.009628296,0.400878906,5.594526099,5.379768509,0.214757591,6.56E-07
img002547.jpg,0.282807976,10.70202107,0.231694236,6.296340942,-0.007643,0.114895001,6.296340942,0.045701727,0.035610333,0.276809692,7.828832836,0.001757622,0.001063347,0.106140137,5.466727462,5.257343778,0.209383684,6.56E-07
img006055.jpg,0.463955671,6.583165133,0.145997377,14.91161919,0.128161997,0.432577014,14.91161919,0.106494516,0.058553576,0.447755814,7.470040438,0.004184723,0.009841919,0.257080078,5.600543256,5.357223937,0.243319319,7.75E-07
img013059.jpg,0.94761318,12.00984008,0.303735934,10.06191254,0.224393994,-0.254718989,10.06191254,0.044706494,0.134784907,0.936912537,5.355329774,0.002696991,0.003154755,0.116516113,5.718320454,5.522675447,0.195645007,5.36E-07
img006969.jpg,0.371551186,13.20157234,0.30775322,4.788400173,-0.195721999,-0.333425999,4.788400173,0.057172194,0.265799046,0.253243923,1.222035782,0.001747131,0.000796318,0.029663086,5.893007171,5.724454111,0.168553059,4.77E-07
img009590.jpg,0.213947445,19.65458651,0.369112356,8.189596176,0.454133987,0.216910005,8.189596176,0.035432816,0.092581391,0.189596176,0.42612491,0.001843452,0.00592041,0.124633789,5.303845849,5.189507489,0.11433836,4.17E-07
img001345.jpg,0.408891648,4.951980636,0.123815119,10.91118145,-0.173191994,0.727903008,10.91118145,0.05051133,0.14245379,0.37993145,1.977862915,0.004112244,0.009872437,0.111450195,5.0878709,4.879102599,0.208768301,1.07E-06
img009503.jpg,0.23093839,5.307158584,0.122845931,7.635028839,-0.293060005,0.157518998,7.635028839,0.014068902,0.032178268,0.228252411,3.516501336,0.002868652,0.002355576,0.104370117,5.24480248,5.038983906,0.205818574,1.31E-06
img004127.jpg,3.502169371,4.734892038,0.219077721,25.61272621,-1.684430003,0.155746996,25.61272621,0.287945628,0.876938403,3.378351212,0.698852683,0.085205078,0.04699707,0.383300781,5.43821213,5.268774535,0.169437595,7.75E-07
img004862.jpg,0.512150288,9.27553435,0.21276034,10.05208778,-0.446873009,-0.331770986,10.05208778,0.003513634,0.228499502,0.458337784,0.549650669,0.004371643,0.003271103,0.116088867,5.454594392,5.325965917,0.128628475,5.36E-07
img000738.jpg,0.363142937,6.217707751,0.152580503,8.237360954,-0.265345007,-0.054896001,8.237360954,0.03030929,0.097203612,0.348576546,5.623483855,0.001711845,0.001543999,0.12902832,5.297172376,5.178470069,0.118702307,4.17E-07
img007237.jpg,0.202876836,6.339930144,0.139913237,6.925882816,-0.32388401,0.00196,6.925882816,0.078034401,0.097222127,0.160054684,2.745181734,0.001739502,0.002094269,0.054046631,5.344773243,5.200186727,0.144586516,5.96E-07
img014000.jpg,1.010989308,18.80185105,0.399018668,14.25047207,0.231524006,0.63566798,14.25047207,0.04194881,0.224535167,0.984847069,4.406363354,0.000793457,0.005210876,0.180664063,6.26974656,6.064126066,0.205620494,4.17E-07
img011420.jpg,0.319457471,8.522436839,0.165121859,19.49085808,0.048838001,0.77046299,19.49085808,0.281972557,0.010697365,0.149766922,6.565297359,0.009536743,0.03527832,0.541015625,5.316145279,5.065729429,0.25041585,1.19E-06
img008919.jpg,0.105594441,10.98666749,0.210090479,5.757723808,-0.047249999,0.085928999,5.757723808,0.024316039,0.031699263,0.097744942,7.167073737,0.000661373,0.000840664,0.053619385,5.286388744,5.047218964,0.23916978,1.13E-06
img014258.jpg,0.491811931,5.455995663,0.118141158,21.46141624,-0.034548,0.000611,21.46141624,0.167238429,0.031707115,0.461416245,2.439618707,0.011650085,0.007579803,0.74609375,5.098687643,4.820426187,0.278261456,1.49E-06
img009123.jpg,0.386414289,16.61503451,0.338633813,7.92689085,-0.105593003,0.498782009,7.92689085,0.146547586,0.058840603,0.3526721,7.865964306,0.001337051,0.001831055,0.059509277,5.752024588,5.534395338,0.217629251,5.96E-07
img005783.jpg,0.215271384,10.70099568,0.199419248,16.99893379,-0.496762991,-0.556538999,16.99893379,0.177915335,0.049906313,0.110441208,7.565992643,0.001882553,0.003576279,0.681640625,6.014207212,5.80775969,0.206447521,5.36E-07
img008745.jpg,2.895865202,11.15729672,0.305107169,26.22682762,-0.670225024,-0.236916006,26.22682762,0.118467212,0.575294912,2.835672379,2.526930723,0.053283691,0.090637207,2.287109375,4.926496087,4.790507928,0.135988159,7.75E-07
img000717.jpg,0.102973886,13.28579796,0.248698428,6.119698048,0.201095998,0.013363,6.119698048,0.009323537,0.021984216,0.100166798,7.448936007,0.001311302,0.000863075,0.037841797,5.90045308,5.723562077,0.176891003,4.17E-07
img014710.jpg,0.372217745,8.923278443,0.17393966,20.43703842,0.274517,-0.748094022,20.43703842,0.128803313,0.312547147,0.155788422,3.3645149,0.021697998,0.007858276,0.951660156,5.51350159,5.296796309,0.216705281,7.75E-07
img010081.jpg,0.142872304,6.803018251,0.148740202,4.757288933,-0.044707999,0.197466001,4.757288933,0.104247794,0.029218569,0.093226433,0.520392593,0.002361298,0.001764297,0.071166992,4.671776046,4.551206406,0.12056964,8.34E-07
img008891.jpg,0.301581502,5.59878461,0.137128908,7.64776516,-0.079956003,-0.244294003,7.64776516,0.056381173,0.039337948,0.29364109,2.101431922,0.001760483,0.000673771,0.06262207,4.74692331,4.600854309,0.146069002,1.19E-06
img007941.jpg,0.707823098,13.07314087,0.303616539,9.379396439,0.018011,0.207251996,9.379396439,0.047235582,0.095862836,0.699708939,7.473499929,0.001916885,0.001194954,0.154174805,5.392965169,5.152977502,0.239987667,1.01E-06
img003388.jpg,0.152789742,8.071020245,0.181027293,3.804045916,-0.000449,-0.051243,3.804045916,0.01819724,0.000126056,0.151702166,6.839756557,0.000799656,0.000552177,0.021286011,5.378657842,5.22126081,0.157397032,6.56E-07
img009641.jpg,0.378649116,2.759969093,0.076383542,13.42041683,0.043395001,0.127076998,13.42041683,0.021668475,0.034422025,0.376458168,0.413067616,0.002613068,0.003454208,0.256835938,4.761000884,4.625815846,0.135185038,8.34E-07
img009209.jpg,0.179103434,5.211284499,0.11242325,8.338736534,0.200451002,0.141856,8.338736534,0.080066577,0.052866742,0.151236534,3.124704824,0.001084328,0.002153397,0.076293945,5.146846863,4.90888542,0.237961443,1.55E-06
img003682.jpg,0.577327847,4.589298018,0.132605996,10.98818779,-0.323531985,-0.218528003,10.98818779,0.100143313,0.050681323,0.56631279,0,0.001401901,0.004428864,0.08380127,5.045309164,4.909288847,0.136020317,7.15E-07
img003410.jpg,0.448262662,8.659225037,0.203773603,8.503708839,-0.242075995,-0.373912007,8.503708839,0.118784979,0.075550884,0.425583839,3.795909221,0.000986099,0.003076553,0.062072754,5.772627181,5.598718416,0.173908766,5.96E-07
img013367.jpg,0.404923022,1.714130421,0.059370235,13.73810387,0.503023982,-0.147466004,13.73810387,0.035550237,0.031000793,0.402166367,6.225511242,0.009689331,0.002376556,0.191772461,5.376127977,5.150293094,0.225834883,1.25E-06
img001311.jpg,0.331829131,21.20670772,0.447158828,4.299178123,-0.265854001,0.050094999,4.299178123,0.093246579,0.130112082,0.290665627,6.273251703,0.000777245,0.000574589,0.023895264,6.055504693,5.90837976,0.147124933,3.58E-07
img000405.jpg,0.343481988,5.358691508,0.120423915,12.76359844,-0.287831992,0.293713987,12.76359844,0.053456992,0.030042112,0.337964058,3.421728833,0.002586365,0.003177643,0.109191895,5.122053791,4.950778032,0.171275759,8.94E-07
img008735.jpg,0.348256201,10.79739612,0.222909898,10.09919834,-0.354184985,-0.123572998,10.09919834,0.066343188,0.018348388,0.341385841,6.695455578,0.003383636,0.000733376,0.124389648,5.806551655,5.583744382,0.222807273,7.75E-07
img002743.jpg,0.233869568,10.32251697,0.198705062,12.59192657,0.64467299,0.307987005,12.59192657,0.150776505,0.112674505,0.138801575,1.384206991,0.011245728,0.004253387,0.290283203,5.375585502,5.174441555,0.201143947,9.54E-07
img009915.jpg,0.158665225,8.537590467,0.164274209,10.37622738,0.600654006,-0.086052001,10.37622738,0.114189744,0.100257933,0.045647621,2.16129234,0.003408432,0.001660347,0.197021484,5.619217695,5.496127441,0.123090254,5.36E-07
img003202.jpg,0.304387152,0.741245373,0.043492052,9.958407402,0.224020004,-0.145013005,9.958407402,0.022237778,0.029290348,0.302157402,3.138951744,0.001710892,0.001670837,0.133544922,5.623314327,5.374198544,0.249115783,1.25E-06
img005217.jpg,0.063732639,19.22695007,0.352599349,3.740778923,0.124256998,-0.058894999,3.740778923,0.029795736,0.018314473,0.053278923,1.757419626,0.000883579,0.001052856,0.017913818,5.251509308,5.063460736,0.188048572,1.49E-06
img003175.jpg,0.128509283,2.582085994,0.052649321,16.9456501,-0.116012998,-0.037436999,16.9456501,0.036423154,0.069313489,0.101900101,3.989765784,0.003913879,0.002920151,0.222412109,4.971416585,4.852436902,0.118979682,5.96E-07
img012311.jpg,0.067537934,5.837058747,0.108335243,10.44005203,0.193834007,-0.540708005,10.44005203,0.026380837,0.033872068,0.052135468,4.532135738,0.003753662,0.006004333,0.109863281,5.1282326,4.942717845,0.185514755,9.54E-07
img013839.jpg,0.776375949,4.801880399,0.15406578,11.04838085,0.206882998,0.061678998,11.04838085,0.137363955,0.003567584,0.764119148,7.868055197,0.003330231,0.0041008,0.197265625,5.548613205,5.33248513,0.216128074,8.94E-07
img006717.jpg,0.578710794,4.231072099,0.09980228,22.29117775,-0.00583,0.449802011,22.29117775,0.116730876,0.212307364,0.52555275,0.40348238,0.01373291,0.015518188,1.065429688,4.956153481,4.76156466,0.194588821,1.31E-06
img011736.jpg,0.758128941,16.89439778,0.330036189,21.54773521,0.168096006,0.495573997,21.54773521,0.19762665,0.142609596,0.717889786,7.212824051,0.003005981,0.013816833,0.802246094,5.868602277,5.645536666,0.223065611,6.56E-07
img000826.jpg,0.565581441,11.02128887,0.230247118,14.90532589,-0.052785002,-0.805950999,14.90532589,0.058301054,0.033404469,0.56157589,7.759389449,0.011886597,0.00459671,0.311767578,5.619992196,5.433092617,0.18689958,5.96E-07
img001682.jpg,0.995910406,7.146609636,0.170869268,21.56166267,0.828368008,0.594271004,21.56166267,0.068604648,0.140657723,0.983537674,4.305174102,0.015716553,0.032287598,0.316894531,5.49488496,5.260514704,0.234370257,1.19E-06
img010348.jpg,0.324715555,6.649212209,0.155105587,8.306162834,0.313035995,0.194178,8.306162834,0.01704213,0.106836691,0.306162834,6.372332135,0.002006531,0.001174927,0.07989502,5.580810108,5.365983911,0.214826197,1.13E-06
img010793.jpg,0.257477105,7.437992336,0.150797952,12.26903057,0.209013999,-0.185498998,12.26903057,0.108612955,0.090135768,0.215344429,0.689834859,0.001913071,0.003311157,0.208740234,4.758898314,4.612284406,0.146613908,7.75E-07
img005538.jpg,0.948685527,2.608326301,0.114734128,13.69077015,-0.586634994,-0.329654992,13.69077015,0.041782975,0.159602821,0.934229851,0.992280278,0.008361816,0.009773254,0.325683594,4.779084735,4.620789891,0.158294844,9.54E-07
img003341.jpg,0.335023284,4.775394633,0.1037634,16.40559387,0.326236993,-0.074042998,16.40559387,0.005436212,0.064140595,0.328781128,1.542019366,0.005012512,0.007240295,0.177001953,4.550370833,4.442599843,0.10777099,8.94E-07
img008656.jpg,1.12889123,8.896458851,0.224984244,16.17970276,-0.026087999,-0.672733009,16.17970276,0.077906847,0.051639259,1.125015259,6.524136077,0.006195068,0.006336212,0.240600586,5.330464275,5.155985193,0.174479082,8.34E-07
img009008.jpg,1.173688531,10.41225114,0.26666183,13.8123579,-0.233878002,0.353807002,13.8123579,0.037362233,0.050245732,1.172017097,7.755350246,0.005958557,0.009963989,0.352783203,5.60940808,5.343201719,0.266206361,1.01E-06
img013128.jpg,0.448651016,5.576644552,0.1373321,11.19642925,-0.337792993,-0.56794697,11.19642925,0.090478539,0.051681936,0.436383247,4.079984472,0.004039764,0.011528015,0.168701172,4.83780859,4.6695322,0.16827639,9.54E-07
img004237.jpg,0.740789771,16.55289857,0.329813208,18.10510063,0.180544004,-0.233991995,18.10510063,0.051881894,0.114152536,0.730100632,7.739476886,0.008499146,0.001415253,1.041015625,6.198088162,6.036622043,0.161466119,2.98E-07
img003078.jpg,0.474864304,4.500412925,0.13705704,8.113077164,-0.196427003,0.089557,8.113077164,0.029556885,0.032025032,0.472860336,4.239944088,0.001935005,0.001325607,0.070129395,4.909597015,4.701894126,0.207702889,1.31E-06
img003470.jpg,0.102316104,4.017726017,0.090553934,5.003591061,-0.011407,-0.204723001,5.003591061,0.071783915,0.020396829,0.069997311,7.537366466,0.00046587,0.001894951,0.068359375,5.681045221,5.395933635,0.285111586,9.54E-07
img003093.jpg,0.254197866,8.474686986,0.229545578,3.113689899,0.030890999,-0.009513,3.113689899,0.004295768,0.075797178,0.242596149,5.000439548,0.000953674,0.000156164,0.016555786,6.354509317,6.208568383,0.145940934,2.38E-07
img014983.jpg,0.095686704,11.08384401,0.203820659,9.225749016,0.05449,0.084173001,9.225749016,0.052260488,0.013910495,0.078938484,2.400156222,0.001181602,0.002588272,0.180908203,5.384760774,5.200719075,0.184041698,7.75E-07
img010726.jpg,0.145380557,5.540160242,0.108259997,12.55418491,-0.521614015,0.342835009,12.55418491,0.00768286,0.11663872,0.086440086,1.898302096,0.003458023,0.00160408,0.462158203,5.06168708,4.900492952,0.161194129,7.75E-07
img008323.jpg,0.550781548,8.075192637,0.165302884,22.59705734,-0.538709998,0.350602001,22.59705734,0.177381873,0.051041454,0.518932343,0.856830903,0.015716553,0.010787964,0.541015625,5.188291062,5.046782916,0.141508146,6.56E-07
img000056.jpg,0.153267995,5.845771507,0.115585871,11.30161285,0.104322001,-0.242302001,11.30161285,0.133470967,0.037101805,0.065574646,1.894587327,0.002643585,0.00261116,0.143798828,4.687852445,4.546276787,0.141575658,1.01E-06
img007043.jpg,0.722281277,9.676824186,0.228235409,12.16777706,-0.292861015,-0.008394,12.16777706,0.042344064,0.140474081,0.707222939,7.858492079,0.004493713,0.00271225,0.299072266,5.466299383,5.225700745,0.240598639,1.31E-06
img004605.jpg,0.790757954,2.758550762,0.125747114,10.1798687,0.178529993,-0.417869002,10.1798687,0.034360632,0.034812361,0.789243698,1.468174348,0.002323151,0.00233078,0.098022461,4.91817,4.672497749,0.245672251,2.21E-06
img008600.jpg,0.191756964,8.546303227,0.162192581,14.70635223,0.232223004,-0.445627004,14.70635223,0.073196918,0.089425832,0.153022766,4.296801144,0.00554657,0.010215759,0.485839844,5.530562667,5.300611871,0.229950795,1.43E-06
img013260.jpg,0.217144385,6.06301848,0.130593695,8.762619972,0.150553003,0.137395993,8.762619972,0.099527612,0.016241208,0.192307472,2.326631583,0.001318932,0.000812531,0.121948242,5.281716517,5.090119501,0.191597015,8.94E-07
img002369.jpg,0.190324277,9.049263844,0.178038951,9.468836784,-0.048369002,-0.052166,9.468836784,0.057465959,0.057880387,0.171961784,7.44388679,0.002567291,0.001516342,0.075134277,5.836563719,5.664083007,0.172480712,3.58E-07
img007932.jpg,0.204560474,5.636556837,0.118335271,10.24472713,0.300572991,0.008051,10.24472713,0.065882087,0.117803492,0.153710365,2.734611376,0.003612518,0.003789902,0.193603516,5.197842161,5.016824272,0.18101789,1.07E-06
img002086.jpg,0.089511238,8.101148209,0.151967122,8.457778931,0.322616994,0.051943999,8.457778931,0.084609568,0.021029692,0.020278931,2.386419858,0.001335144,0.001772881,0.070678711,5.063288108,4.890845122,0.172442985,1.13E-06
img009122.jpg,0.080466457,6.282108324,0.122412092,6.30179882,-0.009702,0.032861002,6.30179882,0.000513759,0.043915994,0.06742382,2.893442943,0.000947475,0.000317335,0.028076172,4.852449833,4.67747357,0.174976263,1.13E-06
img013472.jpg,0.685780048,41.9258458,0.753475433,31.52539063,1.041792989,-0.95749402,31.52539063,0.057816386,0.587132692,0.349609375,5.335262251,0.029464722,0.06137085,2.1953125,6.491695891,6.312079342,0.179616549,2.98E-07
img010821.jpg,1.436469555,17.37928145,0.361650825,24.55507088,-0.856903017,-1.698439956,24.55507088,0.199676454,0.817092299,1.164445877,1.468707317,0.060791016,0.043151855,1.217773438,6.02983137,5.88934894,0.14048243,3.58E-07
img011378.jpg,0.307252645,9.360716201,0.254190803,3.382941961,-0.046484001,0.00295,3.382941961,0.053064339,0.082600877,0.291145086,7.81230634,0.000324011,0.00245285,0.018173218,5.883843688,5.717509741,0.166333947,4.17E-07
img013831.jpg,0.757232547,11.48033137,0.259370841,12.83246803,-0.190428004,-0.087072,12.83246803,0.066648707,0.035253152,0.753469467,7.794138036,0.005760193,0.00258255,0.1953125,5.461081143,5.261645402,0.199435741,7.15E-07
img004140.jpg,0.341789871,3.917094279,0.114825625,7.354002953,-0.074973002,-0.186039999,7.354002953,0.093484029,0.06737797,0.321778297,1.052007721,0.00110817,0.005191803,0.100585938,5.852172353,5.65579223,0.196380123,4.17E-07
img013915.jpg,0.448606789,5.641000302,0.147639528,9.108338356,0.315986007,0.354568005,9.108338356,0.120795578,0.097732067,0.420838356,1.574666816,0.001190186,0.002832413,0.107421875,4.933851019,4.792951865,0.140899154,8.94E-07
img004493.jpg,0.278519481,9.161043304,0.229329012,4.000470161,-0.047097001,0.286819011,4.000470161,0.193703443,0.04570052,0.194842339,6.733129194,0.002561569,0.003534317,0.036956787,5.222279954,5.074937644,0.147342309,7.15E-07
img000764.jpg,0.195060104,5.771631085,0.126652768,7.520357132,0.188855007,-0.215526,7.520357132,0.007580593,0.050242797,0.188325882,2.791833206,0.00055027,0.001688957,0.163696289,5.428644856,5.263202936,0.16544192,1.01E-06
img001718.jpg,0.350084513,31.85541831,0.644124411,3.968300104,0.157020003,0.056155,3.968300104,0.115912825,0.055032525,0.325721979,3.610738097,0.00049305,0.000519753,0.006248474,5.333055914,5.166124676,0.166931238,1.01E-06
img009357.jpg,0.150058076,6.665798043,0.126329794,15.01103783,0.149848998,0.535203993,15.01103783,0.121574461,0.06498915,0.059274673,3.317892242,0.006511688,0.003170013,0.416748047,4.807522194,4.613938737,0.193583457,1.25E-06
img013325.jpg,0.204434603,4.800249692,0.108738959,8.185193062,0.072426997,0.296552002,8.185193062,0.052972041,0.04166919,0.193005562,1.550624337,0.001023293,0.000665188,0.062255859,5.146051241,4.99428839,0.151762851,7.75E-07
img005569.jpg,0.43274641,12.49152124,0.266136978,8.976333618,-0.148560002,0.531656981,8.976333618,0.052978948,0.005289793,0.429458618,7.455031951,0.000989914,0.003353119,0.166259766,5.980773004,5.772333583,0.208439422,4.77E-07
img006582.jpg,0.106977984,9.178730933,0.178214729,5.937825203,-0.052476,0.002746,5.937825203,0.040780138,0.01345004,0.097981453,7.867557447,0.000415325,0.000964165,0.027130127,5.399336225,5.236390065,0.16294616,5.96E-07
img003752.jpg,1.64205873,14.5780689,0.338855058,19.4123764,-0.26316601,-1.198497057,19.4123764,0.229998052,0.183338881,1.615501404,7.823327704,0.013381958,0.056640625,0.865722656,5.658968447,5.470571941,0.188396506,5.36E-07
img008185.jpg,0.167041719,6.677418756,0.15065901,4.893057823,0.020817,0.176289007,4.893057823,0.037624162,0.007221624,0.162589073,3.951913303,0.000471592,0.000870705,0.031982422,5.023511562,4.889122699,0.134388863,7.75E-07
img000883.jpg,0.139047831,8.222844251,0.149962415,21.56781578,-0.192467004,-0.075920999,21.56781578,0.125938684,0.052926004,0.025934219,2.201835916,0.007728577,0.006568909,0.506835938,4.951237995,4.821533492,0.129704504,8.34E-07
img010299.jpg,0.267377228,10.86073161,0.203168623,19.63252258,-0.130986005,-0.567968011,19.63252258,0.075047284,0.146581292,0.210647583,7.662584324,0.017089844,0.006752014,0.323486328,5.161505012,4.996023811,0.165481201,6.56E-07
img003748.jpg,0.227129027,6.936963383,0.143975211,9.916406631,0.012235,-0.130728006,9.916406631,0.089754745,0.0045259,0.208593369,1.346951297,0.001696587,0.001927376,0.095397949,5.060436982,4.919639371,0.140797611,8.34E-07
img009133.jpg,0.286145538,17.09620426,0.310626738,23.34696198,0.134760007,-1.130149961,23.34696198,0.156499758,0.090110898,0.221961975,1.764531241,0.008903503,0.039611816,1.23828125,5.637866161,5.390971456,0.246894705,1.13E-06
img009702.jpg,1.055657744,5.468896183,0.239458524,7.327285767,0.218226999,0.000128,7.327285767,0.008510202,0.014288156,1.055526733,6.658627625,0.001876831,0.00592804,0.223388672,5.176577049,4.977663169,0.19891388,1.07E-06
