Image_Name,Loc_Error(m),Ori_Error(deg),ESA_Score,GT_Distance(Z),GT_X,GT_Y,GT_Z,Loc_Error_X,Loc_Error_Y,Loc_Error_Z,Ori_Encoded_Error,Loc_Aleatoric_Unc_X,Loc_Aleatoric_Unc_Y,Loc_Aleatoric_Unc_Z
img000717.jpg,0.122807458,9.430519027,0.184650302,6.119698048,0.201095998,0.013363,6.119698048,0.02580303,0.046321984,0.110770702,7.448936007,0.018310547,0.018310547,0.057312012
img014710.jpg,0.440339535,7.949271269,0.160270749,20.43703842,0.274517,-0.748094022,20.43703842,0.122661531,0.022019804,0.422336578,3.3645149,0.025527954,0.036132813,0.536132813
img010081.jpg,0.656658113,7.378363931,0.266683906,4.757288933,-0.044707999,0.197466001,4.757288933,0.203216806,0.442182422,0.440882683,0.520392593,0.090332031,0.058563232,0.107910156
img008891.jpg,0.16957137,6.543672126,0.136368779,7.64776516,-0.079956003,-0.244294003,7.64776516,0.018310599,0.097687557,0.13739109,2.101431922,0.018310547,0.018310547,0.067810059
img007941.jpg,0.49983722,17.09275843,0.351602789,9.379396439,0.018011,0.207251996,9.379396439,0.059869859,0.172386676,0.465333939,7.473499929,0.018310547,0.018310547,0.158813477
img003388.jpg,0.329833448,6.468807276,0.199600078,3.804045916,-0.000449,-0.051243,3.804045916,0.029074488,0.153713048,0.290374041,6.839756557,0.020996094,0.018310547,0.069152832
img009641.jpg,0.818916082,5.980969126,0.165404715,13.42041683,0.043395001,0.127076998,13.42041683,0.071167991,0.055051908,0.813958168,0.413067616,0.018310547,0.018310547,0.217163086
img009209.jpg,0.199052438,7.609348122,0.156668648,8.338736534,0.200451002,0.141856,8.338736534,0.079090014,0.089833453,0.159049034,3.124704824,0.018310547,0.018310547,0.053405762
img003682.jpg,0.511290133,5.313793259,0.139244732,10.98818779,-0.323531985,-0.218528003,10.98818779,0.172164798,0.031882495,0.48037529,0,0.018310547,0.018310547,0.228027344
img003410.jpg,0.383256197,12.56532314,0.264313858,8.503708839,-0.242075995,-0.373912007,8.503708839,0.155650213,0.214121968,0.277146339,3.795909221,0.018966675,0.030441284,0.229736328
img013367.jpg,0.356234848,3.61312226,0.088972447,13.73810387,0.503023982,-0.147466004,13.73810387,0.004488826,0.025517762,0.355291367,6.225511242,0.018310547,0.018310547,0.311523438
img001311.jpg,0.338683486,23.99173955,0.497357994,4.299178123,-0.265854001,0.050094999,4.299178123,0.045517087,0.094894804,0.321915627,6.273251703,0.026748657,0.02961731,0.069396973
img000405.jpg,0.240627125,4.623967632,0.099546291,12.76359844,-0.287831992,0.293713987,12.76359844,0.069101602,0.029553831,0.228589058,3.421728833,0.018310547,0.018310547,0.390136719
img008735.jpg,0.115472563,10.38194816,0.192625133,10.09919834,-0.354184985,-0.123572998,10.09919834,0.098813891,0.043052979,0.041426659,6.695455578,0.018310547,0.018310547,0.222290039
img002743.jpg,0.547513008,10.65011419,0.229291011,12.59192657,0.64467299,0.307987005,12.59192657,0.051127791,0.008670598,0.545051575,1.384206991,0.026031494,0.043609619,0.119873047
img009915.jpg,0.675604939,9.347816535,0.228149973,10.37622738,0.600654006,-0.086052001,10.37622738,0.232842088,0.367546141,0.516852379,2.16129234,0.018310547,0.018310547,0.200073242
img003202.jpg,0.484566391,3.30346923,0.106297981,9.958407402,0.224020004,-0.145013005,9.958407402,0.129983902,0.16944012,0.434969902,3.138951744,0.018310547,0.018310547,0.121337891
img005217.jpg,0.242851347,17.1458068,0.364126958,3.740778923,0.124256998,-0.058894999,3.740778923,0.079478353,0.084293477,0.213435173,1.757419626,0.037567139,0.024551392,0.037567139
img003175.jpg,0.283085644,2.239200893,0.055786502,16.9456501,-0.116012998,-0.037436999,16.9456501,0.118149228,0.167030782,0.195650101,3.989765784,0.021240234,0.018310547,0.386962891
img012311.jpg,0.289533913,7.563610614,0.159701023,10.44005203,0.193834007,-0.540708005,10.44005203,0.209092796,0.063168943,0.190052032,4.532135738,0.018310547,0.039245605,0.095214844
img013839.jpg,0.482244998,2.604421994,0.089095887,11.04838085,0.206882998,0.061678998,11.04838085,0.130955264,0.065829389,0.459431648,7.868055197,0.018310547,0.018310547,0.331054688
img006717.jpg,0.441233009,3.039367586,0.072837006,22.29117775,-0.00583,0.449802011,22.29117775,0.166899487,0.079928964,0.40055275,0.40348238,0.019958496,0.045318604,0.432617188
img011736.jpg,1.995176077,17.62284429,0.40014267,21.54773521,0.168096006,0.495573997,21.54773521,0.238774717,0.22610569,1.967889786,7.212824051,0.031524658,0.057647705,0.56640625
img000826.jpg,0.8022753,10.74850136,0.24134263,14.90532589,-0.052785002,-0.805950999,14.90532589,0.139149755,0.055865407,0.78813839,7.759389449,0.018310547,0.053314209,0.59375
img001682.jpg,0.281610817,7.444833625,0.142983004,21.56166267,0.828368008,0.594271004,21.56166267,0.244383633,0.006380379,0.139787674,4.305174102,0.078308105,0.146362305,0.512695313
img010348.jpg,0.370622128,6.751945084,0.162419993,8.306162834,0.313035995,0.194178,8.306162834,0.114210099,0.10232009,0.337412834,6.372332135,0.018310547,0.018310547,0.039855957
img010793.jpg,0.274547577,5.998748108,0.127069386,12.26903057,0.209013999,-0.185498998,12.26903057,0.068144858,0.191942409,0.184094429,0.689834859,0.018310547,0.018310547,0.190795898
img005538.jpg,0.103190467,4.061715424,0.078418448,13.69077015,-0.586634994,-0.329654992,13.69077015,0.0187639,0.029720008,0.097020149,0.992280278,0.018310547,0.018310547,0.266113281
img003341.jpg,0.686336696,3.903480858,0.109955426,16.40559387,0.326236993,-0.074042998,16.40559387,0.108333319,0.083808623,0.672531128,1.542019366,0.028152466,0.025131226,0.497070313
img008656.jpg,0.431404263,8.181203149,0.169429179,16.17970276,-0.026087999,-0.672733009,16.17970276,0.075190783,0.094845116,0.414077759,6.524136077,0.040008545,0.018310547,0.401611328
img009008.jpg,0.414574176,11.69273574,0.234077325,13.8123579,-0.233878002,0.353807002,13.8123579,0.219246998,0.126661748,0.328267097,7.755350246,0.018310547,0.018310547,0.274414063
img013128.jpg,0.186702266,2.276984006,0.056387063,11.19642925,-0.337792993,-0.56794697,11.19642925,0.027929664,0.046799123,0.178570747,4.079984472,0.018386841,0.018310547,0.268554688
img004237.jpg,0.183487281,15.22147955,0.275798148,18.10510063,0.180544004,-0.233991995,18.10510063,0.126375303,0.130265817,0.026975632,7.739476886,0.028259277,0.026138306,0.916015625
img003078.jpg,0.25050351,4.828545458,0.115139602,8.113077164,-0.196427003,0.089557,8.113077164,0.057388917,0.114947625,0.215047836,4.239944088,0.018310547,0.018310547,0.076538086
img003470.jpg,0.167917356,3.452021576,0.093780369,5.003591061,-0.011407,-0.204723001,5.003591061,0.093939677,0.117542624,0.074533939,7.537366466,0.018310547,0.018310547,0.039855957
img003093.jpg,0.371338487,8.317282716,0.264417484,3.113689899,0.030890999,-0.009513,3.113689899,0.091911733,0.000479797,0.359783649,5.000439548,0.089111328,0.075012207,0.161376953
img014983.jpg,0.080118626,8.962964403,0.165116967,9.225749016,0.05449,0.084173001,9.225749016,0.047377676,0.033075534,0.055500984,2.400156222,0.018310547,0.018310547,0.100952148
img010726.jpg,0.126084298,5.043158112,0.098050532,12.55418491,-0.521614015,0.342835009,12.55418491,0.084602296,0.093200147,0.007309914,1.898302096,0.018310547,0.018310547,0.243164063
img008323.jpg,0.319507211,7.646723771,0.147594118,22.59705734,-0.538709998,0.350602001,22.59705734,0.068223596,0.18238911,0.253307343,0.856830903,0.086853027,0.100952148,1.059570313
img000056.jpg,0.09428712,2.20076934,0.046751201,11.30161285,0.104322001,-0.242302001,11.30161285,0.017687276,0.090705812,0.018699646,1.894587327,0.018310547,0.018310547,0.124206543
img007043.jpg,0.203166589,9.22122837,0.177633058,12.16777706,-0.292861015,-0.008394,12.16777706,0.119399101,0.119294882,0.113089561,7.858492079,0.018310547,0.04977417,0.726074219
img004605.jpg,0.699667394,5.990910893,0.173223235,10.1798687,0.178529993,-0.417869002,10.1798687,0.076296106,0.001365095,0.695493698,1.468174348,0.018310547,0.018310547,0.105407715
img008600.jpg,0.304852486,10.06161399,0.196325507,14.70635223,0.232223004,-0.445627004,14.70635223,0.061234027,0.054372996,0.293647766,4.296801144,0.037719727,0.066711426,0.667480469
img013260.jpg,0.389297158,5.382891295,0.138364192,8.762619972,0.150553003,0.137395993,8.762619972,0.254801035,0.069280759,0.286057472,2.326631583,0.018310547,0.018310547,0.114868164
img002369.jpg,0.338254124,8.052169777,0.176258747,9.468836784,-0.048369002,-0.052166,9.468836784,0.127043322,0.073406234,0.304774284,7.44388679,0.018310547,0.018310547,0.228027344
img007932.jpg,0.443484962,3.211187825,0.099316262,10.24472713,0.300572991,0.008051,10.24472713,0.102747321,0.060552515,0.427147865,2.734611376,0.018310547,0.018310547,0.09942627
img002086.jpg,0.209013358,2.686966751,0.07159055,8.457778931,0.322616994,0.051943999,8.457778931,0.033340037,0.004702788,0.206283569,2.386419858,0.018310547,0.018310547,0.078613281
img009122.jpg,0.377809405,6.984892101,0.181861106,6.30179882,-0.009702,0.032861002,6.30179882,0.019223485,0.082434408,0.36820507,2.893442943,0.018310547,0.018310547,0.038482666
img013472.jpg,0.807079852,4.166185729,0.098288856,31.52539063,1.041792989,-0.95749402,31.52539063,0.771285176,0.065404177,0.228515625,5.335262251,2.970703125,0.853027344,4.79296875
img010821.jpg,1.634551048,15.86596766,0.343281247,24.55507088,-0.856903017,-1.698439956,24.55507088,0.658294618,1.280471206,0.773820877,1.468707317,0.70703125,0.235229492,0.806640625
img011378.jpg,0.326837778,10.5611339,0.280930877,3.382941961,-0.046484001,0.00295,3.382941961,0.192407608,0.047505666,0.259895086,7.81230634,0.040649414,0.059020996,0.168457031
img013831.jpg,0.254616886,12.37286804,0.235786259,12.83246803,-0.190428004,-0.087072,12.83246803,0.066407934,0.008509055,0.245656967,7.794138036,0.018310547,0.018310547,0.259765625
img004140.jpg,0.264246821,4.162425709,0.108567052,7.354002953,-0.074973002,-0.186039999,7.354002953,0.186240092,0.048212931,0.181153297,1.052007721,0.018310547,0.018310547,0.083679199
img013915.jpg,0.345123619,4.725292207,0.120311454,9.108338356,0.315986007,0.354568005,9.108338356,0.072685868,0.040847301,0.334900856,1.574666816,0.018310547,0.018310547,0.055114746
img004493.jpg,0.398299128,10.43217993,0.281377211,4.000470161,-0.047097001,0.286819011,4.000470161,0.312766284,0.221267253,0.108904839,6.733129194,0.056182861,0.027603149,0.238037109
img000764.jpg,0.127143517,4.740840706,0.099637598,7.520357132,0.188855007,-0.215526,7.520357132,0.073840305,0.095509157,0.039888382,2.791833206,0.018310547,0.018310547,0.067016602
img001718.jpg,0.189850405,25.84173044,0.498822838,3.968300104,0.157020003,0.056155,3.968300104,0.161536604,0.097903043,0.019081354,3.610738097,0.018310547,0.018310547,0.037139893
img009357.jpg,0.42773214,6.867067496,0.148327935,15.01103783,0.149848998,0.535203993,15.01103783,0.422416627,0.014112413,0.065725327,3.317892242,0.064331055,0.033416748,0.359375
img013325.jpg,0.29856348,3.77336362,0.102308325,8.185193062,0.072426997,0.296552002,8.185193062,0.075112544,0.099932373,0.271130562,1.550624337,0.018310547,0.018310547,0.072692871
img005569.jpg,0.486491203,10.75345922,0.241778173,8.976333618,-0.148560002,0.531656981,8.976333618,0.011474177,0.098225832,0.476333618,7.455031951,0.018310547,0.045501709,0.243164063
img006582.jpg,0.310830206,7.504456907,0.183322918,5.937825203,-0.052476,0.002746,5.937825203,0.065720633,0.11566104,0.280924797,7.867557447,0.018310547,0.018310547,0.056182861
img003752.jpg,1.797344089,12.62758373,0.312796034,19.4123764,-0.26316601,-1.198497057,19.4123764,0.325727046,0.200917006,1.756126404,7.823327704,0.029266357,0.053314209,0.320800781
img008185.jpg,0.280630559,6.551804747,0.171665657,4.893057823,0.020817,0.176289007,4.893057823,0.129459575,0.156269476,0.193839073,3.951913303,0.018310547,0.018310547,0.042572021
img000883.jpg,0.512478948,5.317181033,0.116562504,21.56781578,-0.192467004,-0.075920999,21.56781578,0.421715051,0.130499899,0.260309219,2.201835916,0.089294434,0.018310547,0.910644531
img010299.jpg,0.445996851,8.63920746,0.173489854,19.63252258,-0.130986005,-0.567968011,19.63252258,0.142887861,0.178125739,0.383102417,7.662584324,0.023422241,0.024078369,0.631835938
img003748.jpg,0.174113736,7.802474282,0.153735474,9.916406631,0.012235,-0.130728006,9.916406631,0.117403671,0.04737258,0.119531631,1.346951297,0.018310547,0.018310547,0.155151367
img009133.jpg,0.221813425,13.76484096,0.249731267,23.34696198,0.134760007,-1.130149961,23.34696198,0.080816165,0.182396054,0.096961975,1.764531241,0.069274902,0.033050537,0.861816406
img009702.jpg,0.634930491,5.858081643,0.188857295,7.327285767,0.218226999,0.000128,7.327285767,0.063267142,0.05054304,0.629745483,6.658627625,0.018310547,0.018310547,0.091186523
img005488.jpg,0.705835581,14.09463238,0.280154608,20.65484428,-0.281875998,-0.566358984,20.65484428,0.381698221,0.040480077,0.592344284,7.419542288,0.069152832,0.039855957,0.6875
img013833.jpg,1.884789348,12.47594158,0.300000504,22.89874649,0.790430009,0.287463009,22.89874649,0.351953447,0.582873166,1.75750351,6.314310532,0.171386719,0.134521484,1.849609375
img000847.jpg,0.300915807,11.43338918,0.234310746,8.653698921,0.225673005,-0.059106,8.653698921,0.027256683,0.012305133,0.299426079,7.589558503,0.021240234,0.018310547,0.100952148
img012701.jpg,0.169388056,4.956089849,0.104493996,9.402726173,-0.450471997,0.047757,9.402726173,0.069547534,0.148465008,0.042586327,0.527859164,0.019958496,0.018310547,0.139648438
img004138.jpg,0.153280899,9.501046706,0.196677931,4.967246056,-0.001369,0.088919997,4.967246056,0.000217914,0.11345613,0.103066444,7.552003561,0.018310547,0.018310547,0.02961731
img006397.jpg,0.160271555,6.295804988,0.13275047,7.007147789,0.093630001,-0.105580002,7.007147789,0.041689083,0.126475662,0.089179039,0,0.018310547,0.018310547,0.039398193
img002482.jpg,0.117033459,8.899980668,0.179390244,4.864274025,-0.082454003,0.011345,4.864274025,0.029597558,0.081001192,0.079117775,4.38802515,0.038635254,0.031158447,0.063415527
img010346.jpg,0.153376684,8.236361196,0.1646618,7.334963799,-0.004387,0.029611999,7.334963799,0.117561243,0.038156919,0.090817451,7.333003791,0.018310547,0.018310547,0.073303223
img010925.jpg,0.708506346,10.35738423,0.307029307,5.604165077,0.187792003,-0.217785001,5.604165077,0.039110363,0.115612149,0.697915077,5.241844046,0.018310547,0.018310547,0.045501709
img003941.jpg,1.934265375,11.58948804,0.261429925,32.69581223,-0.385472,-0.064493001,32.69581223,0.0964095,0.08040446,1.930187225,6.99799838,0.438232422,0.189697266,0.639160156
img006054.jpg,0.079895183,7.207501626,0.137786664,6.661789894,0.075180002,-0.043659002,6.661789894,0.016647287,0.037273616,0.068678856,6.278367515,0.018310547,0.018310547,0.045501709
img012985.jpg,0.177955791,13.03324062,0.250931228,7.582747936,0.221799999,0.032113001,7.582747936,0.089719921,0.148446009,0.039779186,6.126870931,0.018310547,0.018310547,0.083679199
img002884.jpg,0.165133223,18.20594607,0.338824498,7.824069023,0.449243993,0.041662998,7.824069023,0.110376805,0.056176357,0.109225273,7.656141748,0.018310547,0.018310547,0.095947266
img003644.jpg,1.494308829,5.696114379,0.187786788,16.90525627,-0.37975201,0.012067,16.90525627,0.156869084,0.045061905,1.485368729,4.324587634,0.036437988,0.031524658,0.457763672
img000967.jpg,0.155612618,6.69171178,0.126212237,16.51374054,0.425217003,-0.123632997,16.51374054,0.132888466,0.012426943,0.08000946,2.494193626,0.030914307,0.018310547,0.57421875
img011084.jpg,0.646327078,14.52813338,0.290899016,17.2232132,-0.986360013,-1.440157056,17.2232132,0.39505142,0.374727368,0.348213196,3.489013027,0.292236328,0.178588867,0.575195313
img011050.jpg,0.10815046,6.666268045,0.126112019,11.07499695,0.120901003,0.159075007,11.07499695,0.007741824,0.018659368,0.106246948,7.586461866,0.018310547,0.018310547,0.314697266
img014841.jpg,0.57479018,9.878311351,0.20930602,15.55784702,0.404045999,-0.687077999,15.55784702,0.125969827,0.10944128,0.550034523,7.865167735,0.036437988,0.025634766,0.578613281
img000538.jpg,0.444607705,6.884835379,0.185008578,6.848029137,0.021191999,0.338286012,6.848029137,0.030932024,0.209379762,0.390997887,5.381582033,0.018310547,0.018310547,0.033813477
img007834.jpg,0.6333884,9.257439472,0.234126613,8.729224205,0.037873998,-0.102779999,8.729224205,0.09054397,0.135623321,0.612036705,5.164651383,0.018310547,0.018310547,0.066467285
img004671.jpg,0.093019843,8.711541725,0.158443584,14.53593922,-0.220964998,0.064861998,14.53593922,0.086199373,0.006390318,0.034373283,1.219471152,0.019424438,0.018310547,0.244140625
img012484.jpg,0.983501792,13.28455743,0.288827773,17.24625015,-0.098448001,-0.775483012,17.24625015,0.079832278,0.172270894,0.965000153,2.06574397,0.018310547,0.018310547,0.193847656
img014963.jpg,0.190879792,4.734230791,0.100508133,10.67343712,-0.182965994,0.099988997,10.67343712,0.02931428,0.06202513,0.178125381,5.38361871,0.018310547,0.018310547,0.134277344
img012896.jpg,0.514960229,24.20402525,0.475672185,9.627082825,-0.198174998,-0.929057002,9.627082825,0.103582814,0.497416377,0.083854675,6.433848234,0.018310547,0.029968262,0.098266602
img001872.jpg,0.186413407,11.04728969,0.222688325,6.23844099,0.090235002,0.063321002,6.23844099,0.013585798,0.094149701,0.16031599,3.072920677,0.018310547,0.018310547,0.040649414
img008301.jpg,0.281773955,17.58369706,0.320811346,20.2438755,0.06171,-0.239096001,20.2438755,0.010013223,0.060018852,0.275125504,2.587839362,0.018310547,0.045501709,0.647949219
img004729.jpg,0.773017526,18.29251701,0.382143512,12.25447083,0.667086005,0.720726013,12.25447083,0.253511786,0.022972107,0.729904175,2.155490095,0.124694824,0.14831543,0.172363281
img001058.jpg,0.253177702,5.711352531,0.142273307,5.927470207,-0.243399993,-0.375514001,5.927470207,0.073006257,0.069798499,0.232157707,1.04454115,0.018310547,0.0209198,0.127075195
img012830.jpg,0.930105269,3.578945274,0.142475061,11.60951138,-0.290071011,0.519820988,11.60951138,0.026399136,0.018264949,0.929551125,5.086133663,0.065856934,0.047698975,0.59375
img005963.jpg,0.608383715,10.96159558,0.22844141,16.38127518,0.441673011,-0.005236,16.38127518,0.054465979,0.148450524,0.587474823,1.472964552,0.035858154,0.029266357,0.611328125
img008892.jpg,0.501006365,7.099330213,0.166138902,11.86244678,-0.120912999,0.040739,11.86244678,0.029116124,0.275968492,0.417134285,2.006934121,0.018310547,0.018310547,0.215454102
img010349.jpg,0.179777443,4.6178687,0.090290155,18.53371429,0.554140985,0.42515099,18.53371429,0.040097296,0.15561974,0.080589294,1.292385876,0.042419434,0.050567627,0.677734375
